"f.bug_id","bug_fix_days_count","c.author","commit_message","f.summary","summary_stemmed","f.description","description_stemmed","m.Name","m.AvgCyclomatic","m.AvgCyclomaticModified","m.AvgCyclomaticStrict","m.AvgEssential","m.AvgLine","m.AvgLineBlank","m.AvgLineCode","m.AvgLineComment","m.CountDeclClass","m.CountDeclClassMethod","m.CountDeclClassVariable","m.CountDeclExecutableUnit","m.CountDeclFunction","m.CountDeclInstanceMethod","m.CountDeclInstanceVariable","m.CountDeclMethod","m.CountDeclMethodDefault","m.CountDeclMethodPrivate","m.CountDeclMethodProtected","m.CountDeclMethodPublic","m.CountLine","m.CountLineBlank","m.CountLineCode","m.CountLineCodeDecl","m.CountLineCodeExe","m.CountLineComment","m.CountSemicolon","m.CountStmt","m.CountStmtDecl","m.CountStmtExe","m.MaxCyclomatic","m.MaxCyclomaticModified","m.MaxCyclomaticStrict","m.MaxEssential","m.MaxNesting","m.RatioCommentToCode","m.SumCyclomatic","m.SumCyclomaticModified","m.SumCyclomaticStrict","m.SumEssential","d.Severity"
"53529","17","Mark Emlyn David Thomas","Fix for https://issues.apache.org/bugzilla/show_bug.cgi?id=53529 Improve the handling of InterruptedException - Provide a specific message if thread was interrupted rather than the wait timing out - Remove unnecessary code - Remove unnecessary attemps to clear the interrupt flag","Bug 53529  Call interrupt() after InterruptedException instead interrupted()","call interrupt interrupt except interruptedexcept instead interrupt","In class:

org\apache\catalina\tribes\group\GroupChannel.java
    line 692
org\apache\catalina\tribes\group\interceptors\NonBlockingCoordinator.java
    line 228
org\apache\catalina\tribes\group\interceptors\TcpPingInterceptor.java
    line 173
org\apache\catalina\tribes\membership\McastServiceImpl.java
    line 542
org\apache\juli\AsyncFileHandler.java
    line 124
    line 146
org\apache\tomcat\util\net\AprEndpoint.java
    line 640
org\apache\tomcat\util\net\NioBlockingSelector.java
    line 112
    line 177
org\apache\tomcat\util\threads\ThreadPoolExecutor.java
    line 187


Affect 7.0.29 (and previous release) but affect also Tomcat 6.","class apach catalina tribe group group channel groupchannel java line apach catalina tribe group interceptor non block coordin nonblockingcoordin java line apach catalina tribe group interceptor tcp ping interceptor tcppinginterceptor java line apach catalina tribe membership mcast servic impl mcastserviceimpl java line apach juli async file handler asyncfilehandl java line line apach tomcat util net apr endpoint aprendpoint java line apach tomcat util net nio block selector nioblockingselector java line line apach tomcat util thread thread pool executor threadpoolexecutor java line affect previou releas affect tomcat","""java/org/apache/juli/AsyncFileHandler.java""","2","2","2","1","8","0","8","0","3","0","9","10","10","10","4","10","0","0","2","8","180","22","114","42","64","47","52","75","33","42","8","5","9","1","3","0","24","21","25","10","normal"
"53529","17","Mark Emlyn David Thomas","Fix for https://issues.apache.org/bugzilla/show_bug.cgi?id=53529 Improve the handling of InterruptedException - Provide a specific message if thread was interrupted rather than the wait timing out - Remove unnecessary code - Remove unnecessary attemps to clear the interrupt flag","Bug 53529  Call interrupt() after InterruptedException instead interrupted()","call interrupt interrupt except interruptedexcept instead interrupt","In class:

org\apache\catalina\tribes\group\GroupChannel.java
    line 692
org\apache\catalina\tribes\group\interceptors\NonBlockingCoordinator.java
    line 228
org\apache\catalina\tribes\group\interceptors\TcpPingInterceptor.java
    line 173
org\apache\catalina\tribes\membership\McastServiceImpl.java
    line 542
org\apache\juli\AsyncFileHandler.java
    line 124
    line 146
org\apache\tomcat\util\net\AprEndpoint.java
    line 640
org\apache\tomcat\util\net\NioBlockingSelector.java
    line 112
    line 177
org\apache\tomcat\util\threads\ThreadPoolExecutor.java
    line 187


Affect 7.0.29 (and previous release) but affect also Tomcat 6.","class apach catalina tribe group group channel groupchannel java line apach catalina tribe group interceptor non block coordin nonblockingcoordin java line apach catalina tribe group interceptor tcp ping interceptor tcppinginterceptor java line apach catalina tribe membership mcast servic impl mcastserviceimpl java line apach juli async file handler asyncfilehandl java line line apach tomcat util net apr endpoint aprendpoint java line apach tomcat util net nio block selector nioblockingselector java line line apach tomcat util thread thread pool executor threadpoolexecutor java line affect previou releas affect tomcat","""java/org/apache/catalina/tribes/group/GroupChannel.java""","2","2","2","1","12","0","7","5","3","1","3","39","39","38","13","39","0","0","4","35","702","63","379","135","205","272","194","285","113","172","13","13","15","5","4","1","89","89","97","45","normal"
"53529","17","Mark Emlyn David Thomas","Fix for https://issues.apache.org/bugzilla/show_bug.cgi?id=53529 Improve the handling of InterruptedException - Provide a specific message if thread was interrupted rather than the wait timing out - Remove unnecessary code - Remove unnecessary attemps to clear the interrupt flag","Bug 53529  Call interrupt() after InterruptedException instead interrupted()","call interrupt interrupt except interruptedexcept instead interrupt","In class:

org\apache\catalina\tribes\group\GroupChannel.java
    line 692
org\apache\catalina\tribes\group\interceptors\NonBlockingCoordinator.java
    line 228
org\apache\catalina\tribes\group\interceptors\TcpPingInterceptor.java
    line 173
org\apache\catalina\tribes\membership\McastServiceImpl.java
    line 542
org\apache\juli\AsyncFileHandler.java
    line 124
    line 146
org\apache\tomcat\util\net\AprEndpoint.java
    line 640
org\apache\tomcat\util\net\NioBlockingSelector.java
    line 112
    line 177
org\apache\tomcat\util\threads\ThreadPoolExecutor.java
    line 187


Affect 7.0.29 (and previous release) but affect also Tomcat 6.","class apach catalina tribe group group channel groupchannel java line apach catalina tribe group interceptor non block coordin nonblockingcoordin java line apach catalina tribe group interceptor tcp ping interceptor tcppinginterceptor java line apach catalina tribe membership mcast servic impl mcastserviceimpl java line apach juli async file handler asyncfilehandl java line line apach tomcat util net apr endpoint aprendpoint java line apach tomcat util net nio block selector nioblockingselector java line line apach tomcat util thread thread pool executor threadpoolexecutor java line affect previou releas affect tomcat","""java/org/apache/catalina/tribes/membership/McastServiceImpl.java""","3","3","3","1","16","0","14","1","8","1","3","32","32","31","30","32","0","3","2","27","665","50","472","123","303","148","248","370","112","258","12","12","13","3","5","0","114","114","117","34","normal"
"53529","17","Mark Emlyn David Thomas","Fix for https://issues.apache.org/bugzilla/show_bug.cgi?id=53529 Improve the handling of InterruptedException - Provide a specific message if thread was interrupted rather than the wait timing out - Remove unnecessary code - Remove unnecessary attemps to clear the interrupt flag","Bug 53529  Call interrupt() after InterruptedException instead interrupted()","call interrupt interrupt except interruptedexcept instead interrupt","In class:

org\apache\catalina\tribes\group\GroupChannel.java
    line 692
org\apache\catalina\tribes\group\interceptors\NonBlockingCoordinator.java
    line 228
org\apache\catalina\tribes\group\interceptors\TcpPingInterceptor.java
    line 173
org\apache\catalina\tribes\membership\McastServiceImpl.java
    line 542
org\apache\juli\AsyncFileHandler.java
    line 124
    line 146
org\apache\tomcat\util\net\AprEndpoint.java
    line 640
org\apache\tomcat\util\net\NioBlockingSelector.java
    line 112
    line 177
org\apache\tomcat\util\threads\ThreadPoolExecutor.java
    line 187


Affect 7.0.29 (and previous release) but affect also Tomcat 6.","class apach catalina tribe group group channel groupchannel java line apach catalina tribe group interceptor non block coordin nonblockingcoordin java line apach catalina tribe group interceptor tcp ping interceptor tcppinginterceptor java line apach catalina tribe membership mcast servic impl mcastserviceimpl java line apach juli async file handler asyncfilehandl java line line apach tomcat util net apr endpoint aprendpoint java line apach tomcat util net nio block selector nioblockingselector java line line apach tomcat util thread thread pool executor threadpoolexecutor java line affect previou releas affect tomcat","""java/org/apache/tomcat/util/net/NioBlockingSelector.java""","4","4","5","2","21","0","19","2","6","0","2","18","18","18","7","18","0","0","0","18","405","28","329","83","229","62","179","269","80","189","20","20","22","7","5","0","89","89","101","36","normal"
"53529","17","Mark Emlyn David Thomas","Fix for https://issues.apache.org/bugzilla/show_bug.cgi?id=53529 Improve the handling of InterruptedException - Provide a specific message if thread was interrupted rather than the wait timing out - Remove unnecessary code - Remove unnecessary attemps to clear the interrupt flag","Bug 53529  Call interrupt() after InterruptedException instead interrupted()","call interrupt interrupt except interruptedexcept instead interrupt","In class:

org\apache\catalina\tribes\group\GroupChannel.java
    line 692
org\apache\catalina\tribes\group\interceptors\NonBlockingCoordinator.java
    line 228
org\apache\catalina\tribes\group\interceptors\TcpPingInterceptor.java
    line 173
org\apache\catalina\tribes\membership\McastServiceImpl.java
    line 542
org\apache\juli\AsyncFileHandler.java
    line 124
    line 146
org\apache\tomcat\util\net\AprEndpoint.java
    line 640
org\apache\tomcat\util\net\NioBlockingSelector.java
    line 112
    line 177
org\apache\tomcat\util\threads\ThreadPoolExecutor.java
    line 187


Affect 7.0.29 (and previous release) but affect also Tomcat 6.","class apach catalina tribe group group channel groupchannel java line apach catalina tribe group interceptor non block coordin nonblockingcoordin java line apach catalina tribe group interceptor tcp ping interceptor tcppinginterceptor java line apach catalina tribe membership mcast servic impl mcastserviceimpl java line apach juli async file handler asyncfilehandl java line line apach tomcat util net apr endpoint aprendpoint java line apach tomcat util net nio block selector nioblockingselector java line line apach tomcat util thread thread pool executor threadpoolexecutor java line affect previou releas affect tomcat","""java/org/apache/catalina/tribes/group/interceptors/NonBlockingCoordinator.java""","2","2","2","1","10","0","8","1","3","0","18","53","53","53","23","53","0","1","15","37","834","93","552","173","351","196","326","440","155","285","14","9","15","4","3","0","124","112","146","58","normal"
"53529","17","Mark Emlyn David Thomas","Fix for https://issues.apache.org/bugzilla/show_bug.cgi?id=53529 Improve the handling of InterruptedException - Provide a specific message if thread was interrupted rather than the wait timing out - Remove unnecessary code - Remove unnecessary attemps to clear the interrupt flag","Bug 53529  Call interrupt() after InterruptedException instead interrupted()","call interrupt interrupt except interruptedexcept instead interrupt","In class:

org\apache\catalina\tribes\group\GroupChannel.java
    line 692
org\apache\catalina\tribes\group\interceptors\NonBlockingCoordinator.java
    line 228
org\apache\catalina\tribes\group\interceptors\TcpPingInterceptor.java
    line 173
org\apache\catalina\tribes\membership\McastServiceImpl.java
    line 542
org\apache\juli\AsyncFileHandler.java
    line 124
    line 146
org\apache\tomcat\util\net\AprEndpoint.java
    line 640
org\apache\tomcat\util\net\NioBlockingSelector.java
    line 112
    line 177
org\apache\tomcat\util\threads\ThreadPoolExecutor.java
    line 187


Affect 7.0.29 (and previous release) but affect also Tomcat 6.","class apach catalina tribe group group channel groupchannel java line apach catalina tribe group interceptor non block coordin nonblockingcoordin java line apach catalina tribe group interceptor tcp ping interceptor tcppinginterceptor java line apach catalina tribe membership mcast servic impl mcastserviceimpl java line apach juli async file handler asyncfilehandl java line line apach tomcat util net apr endpoint aprendpoint java line apach tomcat util net nio block selector nioblockingselector java line line apach tomcat util thread thread pool executor threadpoolexecutor java line affect previou releas affect tomcat","""java/org/apache/catalina/tribes/group/interceptors/TcpPingInterceptor.java""","2","2","2","1","7","0","7","0","2","0","3","13","13","13","7","13","0","0","2","11","184","28","126","47","71","34","63","93","41","52","5","5","5","1","2","0","29","29","32","13","normal"
"53529","17","Mark Emlyn David Thomas","Fix for https://issues.apache.org/bugzilla/show_bug.cgi?id=53529 Improve the handling of InterruptedException - Provide a specific message if thread was interrupted rather than the wait timing out - Remove unnecessary code - Remove unnecessary attemps to clear the interrupt flag","Bug 53529  Call interrupt() after InterruptedException instead interrupted()","call interrupt interrupt except interruptedexcept instead interrupt","In class:

org\apache\catalina\tribes\group\GroupChannel.java
    line 692
org\apache\catalina\tribes\group\interceptors\NonBlockingCoordinator.java
    line 228
org\apache\catalina\tribes\group\interceptors\TcpPingInterceptor.java
    line 173
org\apache\catalina\tribes\membership\McastServiceImpl.java
    line 542
org\apache\juli\AsyncFileHandler.java
    line 124
    line 146
org\apache\tomcat\util\net\AprEndpoint.java
    line 640
org\apache\tomcat\util\net\NioBlockingSelector.java
    line 112
    line 177
org\apache\tomcat\util\threads\ThreadPoolExecutor.java
    line 187


Affect 7.0.29 (and previous release) but affect also Tomcat 6.","class apach catalina tribe group group channel groupchannel java line apach catalina tribe group interceptor non block coordin nonblockingcoordin java line apach catalina tribe group interceptor tcp ping interceptor tcppinginterceptor java line apach catalina tribe membership mcast servic impl mcastserviceimpl java line apach juli async file handler asyncfilehandl java line line apach tomcat util net apr endpoint aprendpoint java line apach tomcat util net nio block selector nioblockingselector java line line apach tomcat util thread thread pool executor threadpoolexecutor java line affect previou releas affect tomcat","""java/org/apache/tomcat/util/threads/ThreadPoolExecutor.java""","1","1","2","1","10","0","7","2","3","0","2","15","15","15","4","15","0","0","3","12","246","32","135","48","71","79","55","85","41","44","5","5","5","3","4","1","29","29","30","17","normal"
"53535","18","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=53535 Reduce memory footprint when performing class scanning on Context start. Patch provided by Cedomir Igaly","Bug 53535  Out of memory while performing ContextConfig.webConfig","memori perform context config contextconfig web config webconfig","","","""java/org/apache/catalina/startup/ContextConfig.java""","6","6","7","1","37","3","27","6","4","1","8","61","61","60","22","61","0","9","36","16","2611","336","1846","446","1266","429","841","1283","434","849","38","38","45","13","7","0","408","408","450","105","normal"
"53541","28","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=53541 Fix JAR scanning when WEB-INF/lib is provided via VirtualDirContext Patch provided by Philip Zuev","Bug 53541  Bug in virtual webapp feature. Custom tags badly supported. Error is ""org.apache.jasper.JasperException: The absolute uri: http://java.sun.com/jsp/jstl/core cannot be resolved in either web.xml or the jar files deployed with this application","virtual webapp featur custom tag badli support error apach jasper jasper except jasperexcept absolut uri http java sun jsp jstl core cannot resolv either web xml jar file deploy applic","","","""java/org/apache/naming/resources/VirtualDirContext.java""","7","7","8","4","31","1","25","4","1","0","0","7","7","7","2","7","0","0","3","4","299","22","199","62","117","78","85","147","67","80","12","12","15","11","8","0","50","50","62","32","major"
"53545","28","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=53545 Ensure buffered data is cleared when using a jsp:forward action to a static resource inside classic a custom tag","Bug 53545  jsp:forward action to static resources causes IllegalStateException when inside classic custom tag","jsp forward action static resourc caus illeg state except illegalstateexcept insid classic custom tag","","","""java/org/apache/jasper/runtime/PageContextImpl.java""","2","2","2","1","14","1","11","1","14","2","1","59","59","57","15","59","1","14","0","44","994","146","744","174","470","106","308","459","140","319","10","10","12","7","3","0","160","148","166","69","major"
"53574","22","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=53574 Ensure Servlets defined using jsp-file are available when metadata-complete is true.","Bug 53574  metadata-complete=""true"" and servlet defined as jsp not working","metadata complet metadatacomplet true servlet defin jsp work","We have a servlet defined as 

<servlet>
        <servlet-name>VersionInfoServlet</servlet-name>
        <jsp-file>/WEB-INF/svnrevision.jsp</jsp-file>
</servlet>

and mapped as 

<servlet-mapping>
        <servlet-name>VersionInfoServlet</servlet-name>
        <url-pattern>/svnrevision</url-pattern>
</servlet-mapping>



It worked fine. Then we changed metadata-complete to ""true"", and from now on we receive 

INFO: Marking servlet VersionInfoServlet as unavailable
lip 20, 2012 11:05:36 AM org.apache.catalina.core.StandardWrapperValve invoke
SEVERE: Allocate exception for servlet VersionInfoServlet
javax.servlet.ServletException: No servlet class has been specified for servlet VersionInfoServlet
        at org.apache.catalina.core.StandardWrapper.loadServlet(StandardWrapper.java:1130)
        at org.apache.catalina.core.StandardWrapper.allocate(StandardWrapper.java:857)
        at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:136)
        at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:123)
        at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:168)
        at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:98)
        at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:118)
        at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:407)
        at org.apache.coyote.ajp.AjpNioProcessor.process(AjpNioProcessor.java:184)
        at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:585)
        at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.run(NioEndpoint.java:1653)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1110)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:603)
        at java.lang.Thread.run(Thread.java:722)","servlet defin servlet servlet name servletnam version info servlet versioninfoservlet servlet name servletnam jsp file jspfile web inf svnrevis jsp jsp file jspfile servlet map servlet map servletmap servlet name servletnam version info servlet versioninfoservlet servlet name servletnam url pattern urlpattern svnrevis url pattern urlpattern servlet map servletmap work fine chang metadata complet metadatacomplet true receiv info mark servlet version info servlet versioninfoservlet unavail lip apach catalina core standard wrapper valv standardwrappervalv invok sever alloc except servlet version info servlet versioninfoservlet javax servlet servlet except servletexcept servlet class specifi servlet version info servlet versioninfoservlet apach catalina core standard wrapper standardwrapp load servlet loadservlet standard wrapper standardwrapp java apach catalina core standard wrapper standardwrapp alloc standard wrapper standardwrapp java apach catalina core standard wrapper valv standardwrappervalv invok standard wrapper valv standardwrappervalv java apach catalina core standard context valv standardcontextvalv invok standard context valv standardcontextvalv java apach catalina core standard host valv standardhostvalv invok standard host valv standardhostvalv java apach catalina valv error report valv errorreportvalv invok error report valv errorreportvalv java apach catalina core standard engin valv standardenginevalv invok standard engin valv standardenginevalv java apach catalina connector coyot adapt coyoteadapt servic coyot adapt coyoteadapt java apach coyot ajp ajp nio processor ajpnioprocessor process ajp nio processor ajpnioprocessor java apach coyot abstract protocol abstractprotocol abstract connect handler abstractconnectionhandl process abstract protocol abstractprotocol java apach tomcat util net nio endpoint nioendpoint socket processor socketprocessor run nio endpoint nioendpoint java java util concurr thread pool executor threadpoolexecutor run worker runwork thread pool executor threadpoolexecutor java java util concurr thread pool executor threadpoolexecutor worker run thread pool executor threadpoolexecutor java java lang thread run thread java","""java/org/apache/catalina/startup/ContextConfig.java""","6","6","7","1","37","3","27","6","4","1","8","62","62","61","23","62","0","9","36","17","2617","338","1850","447","1267","429","843","1286","435","851","38","38","45","13","7","0","409","409","451","106","normal"
"53574","22","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=53574 Ensure Servlets defined using jsp-file are available when metadata-complete is true.","Bug 53574  metadata-complete=""true"" and servlet defined as jsp not working","metadata complet metadatacomplet true servlet defin jsp work","We have a servlet defined as 

<servlet>
        <servlet-name>VersionInfoServlet</servlet-name>
        <jsp-file>/WEB-INF/svnrevision.jsp</jsp-file>
</servlet>

and mapped as 

<servlet-mapping>
        <servlet-name>VersionInfoServlet</servlet-name>
        <url-pattern>/svnrevision</url-pattern>
</servlet-mapping>



It worked fine. Then we changed metadata-complete to ""true"", and from now on we receive 

INFO: Marking servlet VersionInfoServlet as unavailable
lip 20, 2012 11:05:36 AM org.apache.catalina.core.StandardWrapperValve invoke
SEVERE: Allocate exception for servlet VersionInfoServlet
javax.servlet.ServletException: No servlet class has been specified for servlet VersionInfoServlet
        at org.apache.catalina.core.StandardWrapper.loadServlet(StandardWrapper.java:1130)
        at org.apache.catalina.core.StandardWrapper.allocate(StandardWrapper.java:857)
        at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:136)
        at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:123)
        at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:168)
        at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:98)
        at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:118)
        at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:407)
        at org.apache.coyote.ajp.AjpNioProcessor.process(AjpNioProcessor.java:184)
        at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:585)
        at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.run(NioEndpoint.java:1653)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1110)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:603)
        at java.lang.Thread.run(Thread.java:722)","servlet defin servlet servlet name servletnam version info servlet versioninfoservlet servlet name servletnam jsp file jspfile web inf svnrevis jsp jsp file jspfile servlet map servlet map servletmap servlet name servletnam version info servlet versioninfoservlet servlet name servletnam url pattern urlpattern svnrevis url pattern urlpattern servlet map servletmap work fine chang metadata complet metadatacomplet true receiv info mark servlet version info servlet versioninfoservlet unavail lip apach catalina core standard wrapper valv standardwrappervalv invok sever alloc except servlet version info servlet versioninfoservlet javax servlet servlet except servletexcept servlet class specifi servlet version info servlet versioninfoservlet apach catalina core standard wrapper standardwrapp load servlet loadservlet standard wrapper standardwrapp java apach catalina core standard wrapper standardwrapp alloc standard wrapper standardwrapp java apach catalina core standard wrapper valv standardwrappervalv invok standard wrapper valv standardwrappervalv java apach catalina core standard context valv standardcontextvalv invok standard context valv standardcontextvalv java apach catalina core standard host valv standardhostvalv invok standard host valv standardhostvalv java apach catalina valv error report valv errorreportvalv invok error report valv errorreportvalv java apach catalina core standard engin valv standardenginevalv invok standard engin valv standardenginevalv java apach catalina connector coyot adapt coyoteadapt servic coyot adapt coyoteadapt java apach coyot ajp ajp nio processor ajpnioprocessor process ajp nio processor ajpnioprocessor java apach coyot abstract protocol abstractprotocol abstract connect handler abstractconnectionhandl process abstract protocol abstractprotocol java apach tomcat util net nio endpoint nioendpoint socket processor socketprocessor run nio endpoint nioendpoint java java util concurr thread pool executor threadpoolexecutor run worker runwork thread pool executor threadpoolexecutor java java util concurr thread pool executor threadpoolexecutor worker run thread pool executor threadpoolexecutor java java lang thread run thread java","""test/org/apache/catalina/startup/TestContextConfig.java""","1","1","1","1","8","1","6","0","3","0","1","7","7","7","1","7","0","1","1","5","127","30","78","51","31","21","46","56","40","16","1","1","1","1","0","0","7","7","7","7","normal"
"53574","22","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=53574 Ensure Servlets defined using jsp-file are available when metadata-complete is true.","Bug 53574  metadata-complete=""true"" and servlet defined as jsp not working","metadata complet metadatacomplet true servlet defin jsp work","We have a servlet defined as 

<servlet>
        <servlet-name>VersionInfoServlet</servlet-name>
        <jsp-file>/WEB-INF/svnrevision.jsp</jsp-file>
</servlet>

and mapped as 

<servlet-mapping>
        <servlet-name>VersionInfoServlet</servlet-name>
        <url-pattern>/svnrevision</url-pattern>
</servlet-mapping>



It worked fine. Then we changed metadata-complete to ""true"", and from now on we receive 

INFO: Marking servlet VersionInfoServlet as unavailable
lip 20, 2012 11:05:36 AM org.apache.catalina.core.StandardWrapperValve invoke
SEVERE: Allocate exception for servlet VersionInfoServlet
javax.servlet.ServletException: No servlet class has been specified for servlet VersionInfoServlet
        at org.apache.catalina.core.StandardWrapper.loadServlet(StandardWrapper.java:1130)
        at org.apache.catalina.core.StandardWrapper.allocate(StandardWrapper.java:857)
        at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:136)
        at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:123)
        at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:168)
        at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:98)
        at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:118)
        at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:407)
        at org.apache.coyote.ajp.AjpNioProcessor.process(AjpNioProcessor.java:184)
        at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:585)
        at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.run(NioEndpoint.java:1653)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1110)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:603)
        at java.lang.Thread.run(Thread.java:722)","servlet defin servlet servlet name servletnam version info servlet versioninfoservlet servlet name servletnam jsp file jspfile web inf svnrevis jsp jsp file jspfile servlet map servlet map servletmap servlet name servletnam version info servlet versioninfoservlet servlet name servletnam url pattern urlpattern svnrevis url pattern urlpattern servlet map servletmap work fine chang metadata complet metadatacomplet true receiv info mark servlet version info servlet versioninfoservlet unavail lip apach catalina core standard wrapper valv standardwrappervalv invok sever alloc except servlet version info servlet versioninfoservlet javax servlet servlet except servletexcept servlet class specifi servlet version info servlet versioninfoservlet apach catalina core standard wrapper standardwrapp load servlet loadservlet standard wrapper standardwrapp java apach catalina core standard wrapper standardwrapp alloc standard wrapper standardwrapp java apach catalina core standard wrapper valv standardwrappervalv invok standard wrapper valv standardwrappervalv java apach catalina core standard context valv standardcontextvalv invok standard context valv standardcontextvalv java apach catalina core standard host valv standardhostvalv invok standard host valv standardhostvalv java apach catalina valv error report valv errorreportvalv invok error report valv errorreportvalv java apach catalina core standard engin valv standardenginevalv invok standard engin valv standardenginevalv java apach catalina connector coyot adapt coyoteadapt servic coyot adapt coyoteadapt java apach coyot ajp ajp nio processor ajpnioprocessor process ajp nio processor ajpnioprocessor java apach coyot abstract protocol abstractprotocol abstract connect handler abstractconnectionhandl process abstract protocol abstractprotocol java apach tomcat util net nio endpoint nioendpoint socket processor socketprocessor run nio endpoint nioendpoint java java util concurr thread pool executor threadpoolexecutor run worker runwork thread pool executor threadpoolexecutor java java util concurr thread pool executor threadpoolexecutor worker run thread pool executor threadpoolexecutor java java lang thread run thread java","""test/org/apache/catalina/startup/TestContextConfig.java""","1","1","1","1","8","1","6","0","3","0","1","7","7","7","1","7","0","1","1","5","127","30","78","51","31","21","46","56","40","16","1","1","1","1","0","0","7","7","7","7","normal"
